,EventID,Start_Time,End_Time,Year,Month,Facility_Code,Participant_Code,Status,Outage_Reason,Energy_Lost_MW,Description_Of_Outage,Outage_Duration_In_Days,Risk_Classification
884,885,09/10/17 7:00,09/10/17 14:30,2017,10,PJRH_GT11,PJRH,Approved,Scheduled (Planned),0,DBP Outage- Unit available on Diesel only,0.3125,N/A
885,886,19/10/17 7:00,19/10/17 14:30,2017,10,PJRH_GT11,PJRH,Approved,Scheduled (Planned),127,DBP Outage,0.3125,N/A
886,887,18/10/17 7:00,18/10/17 14:30,2017,10,PJRH_GT11,PJRH,Cancelled By Market Participant,Scheduled (Planned),116,DBP Outage,0.3125,N/A
887,888,05/09/17 14:00,05/09/17 21:00,2017,9,COLLGAR_WF1,COLLGAR,Approved,Opportunistic Maintenance (Planned),184,Maintenance of Circuit Breakers and works on the 33kV incomer cable - coincided with WP Forced Outage. ,0.291666667,N/A
888,889,07/09/17 0:00,07/09/17 17:00,2017,9,COLLGAR_WF1,COLLGAR,Approved,Forced,15,CG 2 - Failed HV termination on Pole N47 - Repair Works,0.708333333,High Risk
889,890,04/09/17 7:00,07/09/17 17:00,2017,9,COLLGAR_WF1,COLLGAR,Approved,Forced,22,CG 1 - Failed HV termination on Pole N47,3.416666667,High Risk
890,891,04/09/17 7:00,04/09/17 11:00,2017,9,COLLGAR_WF1,COLLGAR,Approved,Forced,15,CG 2 - Failed HV termination on Pole N47,0.166666667,High Risk
891,892,04/09/17 7:00,04/09/17 7:30,2017,9,COLLGAR_WF1,COLLGAR,Approved,Forced,24,CG 3 - Bird Strike,0.020833333,High Risk
892,893,09/10/17 7:30,11/10/17 15:30,2017,10,TESLA_PICTON_G1,TSLA_MGT,Approved,Scheduled (Planned),9.9,"Western Power Outage. ENAR: 315356 MPI: 235728.
Requested by David Willey",2.333333333,N/A
893,894,15/09/17 8:00,26/09/17 7:30,2017,9,MELK_G7,MELK,Approved,Forced,55,Safety Issues,10.97916667,High Risk
894,895,15/09/17 8:00,26/09/17 7:30,2017,9,MELK_G7,MELK,Approved,Forced,55,Safety Issues,10.97916667,High Risk
895,896,15/09/17 8:00,26/09/17 7:30,2017,9,MELK_G7,MELK,Approved,Forced,55,Safety Issues,10.97916667,High Risk
896,897,15/09/17 8:00,26/09/17 7:30,2017,9,MELK_G7,MELK,Approved,Forced,55,Safety Issues,10.97916667,High Risk
897,898,08/12/17 20:00,14/12/17 7:30,2017,12,MELK_G7,MELK,Cancelled By Market Participant,Scheduled (Planned),227,Pre Summer Outage,5.479166667,N/A
898,899,01/12/17 20:00,07/12/17 7:30,2017,12,MELK_G7,MELK,Cancelled By Market Participant,Scheduled (Planned),227,Pre Summer Outage,5.479166667,N/A
899,900,15/09/17 20:00,24/09/17 7:30,2017,9,MELK_G7,MELK,Approved,Scheduled (Planned),205.9,Unit overhaul - Includes dual outage with M5,8.479166667,N/A
900,901,09/09/17 11:00,09/09/17 11:00,2017,9,KORL_GT3,KORL,Approved,Forced,16.17,FO,0,High Risk
901,902,09/09/17 10:00,09/09/17 10:00,2017,9,KORL_GT3,KORL,Approved,Forced,41.16,FO,0,High Risk
902,903,09/09/17 10:30,09/09/17 10:30,2017,9,KORL_GT3,KORL,Approved,Forced,44.1,FO,0,High Risk
903,904,09/09/17 10:00,09/09/17 10:00,2017,9,KORL_GT3,KORL,Cancelled By Market Participant,Forced,12.33,FO,0,High Risk
904,905,20/09/17 6:00,20/09/17 17:30,2017,9,AURICON_PNJ_U1,AURICON,Approved,Scheduled (Planned),190,Western Power is carrying Landwehr Terminal Maintenance which will result in unavailability ,0.479166667,N/A
905,906,02/09/17 20:30,02/09/17 20:30,2017,9,PERTHENERGY_KORL_GT1,PUG,Approved,Forced,4.5,TES Report - constrained off MW's.,0,High Risk
906,907,29/08/17 6:30,29/08/17 6:30,2017,8,PERTHENERGY_KORL_GT1,PUG,Approved,Forced,53.7,TES Report - constrained off MW's.,0,High Risk
907,908,29/08/17 7:00,29/08/17 7:00,2017,8,PERTHENERGY_KORL_GT1,PUG,Approved,Forced,47.2,TES Report - constrained off MW's.,0,High Risk
908,909,09/09/17 0:30,09/09/17 0:30,2017,9,BW1_GREENWATERS_G2,GW,Approved,Forced,14,11MVar cap bank fault ,0,High Risk
909,910,09/09/17 0:00,09/09/17 0:00,2017,9,BW1_GREENWATERS_G2,GW,Approved,Forced,14,11MVar cap bank fault,0,High Risk
910,911,05/09/17 14:00,05/09/17 21:30,2017,9,BW1_GREENWATERS_G2,GW,Approved,Consequential,82,"Western Power Enar# 312727
Supply power outage",0.3125,N/A
911,912,08/09/17 1:30,08/09/17 5:00,2017,9,KORL_GT3,KORL,Approved,Forced,40.1,FO,0.145833333,High Risk
912,913,08/09/17 1:00,08/09/17 1:00,2017,9,KORL_GT3,KORL,Approved,Forced,32.08,FO,0,High Risk
913,914,07/09/17 15:00,07/09/17 15:00,2017,9,KORL_GT3,KORL,Approved,Forced,100.1,FO,0,High Risk
914,915,02/09/17 13:00,02/09/17 13:00,2017,9,PMC_AG,PMC,Approved,Forced,195.962,Operational issues caused real time forced outage.,0,High Risk
915,916,03/09/17 0:30,03/09/17 0:30,2017,9,PMC_AG,PMC,Approved,Forced,210.065,Operational issues caused real time forced outage.,0,High Risk
916,917,28/08/17 16:00,28/08/17 16:00,2017,8,AURICON_PNJ_U1,AURICON,Approved,Forced,69.533,Deviation during ramp up from outage,0,High Risk
917,918,28/08/17 15:30,28/08/17 15:30,2017,8,AURICON_PNJ_U1,AURICON,Approved,Forced,75.922,Deviation during ramp up from outage,0,High Risk
918,919,28/08/17 15:00,28/08/17 15:00,2017,8,AURICON_PNJ_U1,AURICON,Approved,Forced,119.452,Deviation during ramp up from outage,0,High Risk
919,920,28/08/17 14:30,28/08/17 14:30,2017,8,AURICON_PNJ_U1,AURICON,Approved,Forced,143,Return to service from outage delayed,0,High Risk
920,921,28/08/17 14:00,28/08/17 14:00,2017,8,AURICON_PNJ_U1,AURICON,Approved,Forced,143,Return to service from outage delayed,0,High Risk
921,922,28/08/17 13:30,28/08/17 13:30,2017,8,AURICON_PNJ_U1,AURICON,Approved,Forced,143,Return to service from outage delayed,0,High Risk
922,923,28/08/17 13:00,28/08/17 13:00,2017,8,AURICON_PNJ_U1,AURICON,Approved,Forced,143,Return to service from outage delayed,0,High Risk
923,924,29/08/17 0:30,29/08/17 0:30,2017,8,AURICON_PNJ_U1,AURICON,Approved,Forced,143,Return to service from outage delayed,0,High Risk
924,925,29/08/17 0:00,29/08/17 0:00,2017,8,AURICON_PNJ_U1,AURICON,Approved,Forced,143,Return to service from outage delayed,0,High Risk
925,926,28/08/17 11:30,28/08/17 11:30,2017,8,AURICON_PNJ_U1,AURICON,Approved,Forced,143,Return to service from outage delayed,0,High Risk
926,927,28/08/17 11:00,28/08/17 11:00,2017,8,AURICON_PNJ_U1,AURICON,Approved,Forced,143,Return to service from outage delayed,0,High Risk
927,928,28/08/17 10:30,28/08/17 10:30,2017,8,AURICON_PNJ_U1,AURICON,Approved,Forced,143,Return to service from outage delayed,0,High Risk
928,929,28/08/17 10:00,28/08/17 10:00,2017,8,AURICON_PNJ_U1,AURICON,Approved,Forced,143,Return to service from outage delayed,0,High Risk
929,930,28/08/17 9:30,28/08/17 9:30,2017,8,AURICON_PNJ_U1,AURICON,Approved,Forced,143,Return to service from outage delayed,0,High Risk
930,931,01/09/17 22:00,01/09/17 22:30,2017,9,TIWEST_COG1,TRMOS,Approved,Forced,31.44,Deviation from dispatch,0.020833333,High Risk
931,932,31/08/17 10:00,31/08/17 10:30,2017,8,TIWEST_COG1,TRMOS,Approved,Forced,35.36,Deviation from dispatch,0.020833333,High Risk
932,933,30/08/17 8:30,30/08/17 9:00,2017,8,TIWEST_COG1,TRMOS,Approved,Forced,28.54,Deviation from dispatch,0.020833333,High Risk
933,934,31/08/17 4:30,31/08/17 4:30,2017,8,AURICON_PNJ_U1,AURICON,Approved,Forced,9.032,PNJ U1 max output reduced due to ambient conditions.,0,High Risk
934,935,01/09/17 17:30,01/09/17 17:30,2017,9,PJRH_GT11,PJRH,Approved,Forced,69.6,FO,0,High Risk
935,936,04/09/17 13:00,04/09/17 13:00,2017,9,PJRH_GT11,PJRH,Approved,Forced,58,FO,0,High Risk
936,937,03/09/17 17:30,05/09/17 0:30,2017,9,PJRH_GT11,PJRH,Approved,Forced,116,FO,1.291666667,High Risk
937,938,02/09/17 18:00,02/09/17 18:00,2017,9,PJRH_GT11,PJRH,Approved,Forced,85.066,FO,0,High Risk
938,939,02/09/17 18:00,02/09/17 18:00,2017,9,PJRH_GT11,PJRH,Cancelled By Market Participant,Forced,116,FO,0,High Risk
939,940,07/10/17 17:30,07/10/17 17:30,2017,10,COLLGAR_WF1,COLLGAR,Approved,Scheduled (Planned),243.956,Steam turbine and gas turbine outage,0,N/A
940,941,07/09/17 10:00,07/09/17 13:30,2017,9,KORL_GT3,KORL,Approved,Opportunistic Maintenance (Planned),100.1,DAOM,0.145833333,N/A
941,942,08/09/17 8:00,15/09/17 7:30,2017,9,MELK_G7,MELK,Approved,Forced,55,Safety Issues,6.979166667,High Risk
942,943,08/09/17 8:00,15/09/17 7:30,2017,9,MELK_G7,MELK,Approved,Forced,55,Safety Issues,6.979166667,High Risk
943,944,08/09/17 8:00,15/09/17 7:30,2017,9,MELK_G7,MELK,Approved,Forced,55,Safety Issues,6.979166667,High Risk
944,945,08/09/17 8:00,15/09/17 7:30,2017,9,MELK_G7,MELK,Approved,Forced,55,Safety Issues,6.979166667,High Risk
945,946,26/10/17 8:00,27/10/17 11:30,2017,10,AURICON_PNJ_U1,AURICON,Approved,Scheduled (Planned),143,Energy Safe WA - Gas Inspector - Isolation Valves.,1.145833333,N/A
946,947,26/10/17 7:00,27/10/17 21:30,2017,10,AURICON_PNJ_U1,AURICON,Approved,Scheduled (Planned),143,Energy Safe WA - Gas Inspector - Isolation Valves.,1.604166667,N/A
947,948,06/09/17 19:00,22/09/17 16:00,2017,9,MELK_G7,MELK,Approved,Forced,73.238,Partial forced outage - Unit load restricted to 270MW.,15.875,High Risk
948,949,07/09/17 22:00,22/09/17 16:00,2017,9,MELK_G7,MELK,Approved,Scheduled (Planned),270,Full outage for boiler inspection and maintenance,14.75,N/A
949,950,02/09/17 4:30,02/09/17 4:30,2017,9,AUXC_WGP,AUXC,Approved,Forced,16.16,Boiler #1 Trip.,0,High Risk
950,951,02/09/17 4:00,02/09/17 4:00,2017,9,AUXC_WGP,AUXC,Approved,Forced,19.87,Boiler #1 Trip.,0,High Risk
951,952,02/09/17 3:30,02/09/17 3:30,2017,9,AUXC_WGP,AUXC,Approved,Forced,21,Boiler #1 Trip.,0,High Risk
952,953,03/09/17 13:30,03/09/17 14:00,2017,9,BW1_GREENWATERS_G2,GW,Approved,Forced,16,Derailed box cart,0.020833333,High Risk
953,954,25/08/17 18:30,26/08/17 3:00,2017,8,MELK_G7,MELK,Approved,Forced,343.238,forced outage due to unit trip,0.354166667,High Risk
954,955,25/08/17 18:00,25/08/17 18:00,2017,8,MELK_G7,MELK,Approved,Forced,157.385,Pro rata forced outage due to unit trip,0,High Risk
955,956,02/09/17 3:00,02/09/17 3:00,2017,9,AUXC_WGP,AUXC,Approved,Forced,21.78,Boiler #1 Trip.,0,High Risk
956,957,02/09/17 2:30,02/09/17 2:30,2017,9,AUXC_WGP,AUXC,Approved,Forced,23.92,Boiler #1 Trip.,0,High Risk
957,958,02/09/17 2:00,02/09/17 2:00,2017,9,AUXC_WGP,AUXC,Approved,Forced,22.87,Boiler #1 Trip.,0,High Risk
958,959,02/09/17 1:00,02/09/17 1:30,2017,9,AUXC_WGP,AUXC,Approved,Forced,26,Boiler #1 Trip.,0.020833333,High Risk
959,960,02/09/17 12:30,02/09/17 12:30,2017,9,AUXC_WGP,AUXC,Approved,Forced,22.78,Boiler #1 Trip.,0,High Risk
960,961,26/08/17 17:30,26/08/17 17:30,2017,8,AURICON_PNJ_U1,AURICON,Approved,Forced,81.821,Unit slow to ramp down before outage.,0,High Risk
961,962,26/08/17 19:00,06/08/17 18:30,2017,8,MELK_G7,MELK,Approved,Forced,73.238,Partial forced outage - Unit load restricted to 270MW.,20.02083333,High Risk
962,963,26/08/17 18:30,26/08/17 18:30,2017,8,MELK_G7,MELK,Approved,Forced,19.53,Pro-rata partial forced outage - Unit load restricted to 270MW from 18:52.,0,High Risk
963,964,29/08/17 2:00,29/08/17 2:30,2017,8,BW1_GREENWATERS_G2,GW,Approved,Forced,41, Gt2 Fire panel fault,0.020833333,High Risk
964,965,01/09/17 0:00,08/09/17 7:30,2017,9,MELK_G7,MELK,Approved,Forced,55,Safety Issues,7.3125,High Risk
965,966,01/09/17 0:00,08/09/17 7:30,2017,9,MELK_G7,MELK,Approved,Forced,55,Safety Issues,7.3125,High Risk
966,967,01/09/17 0:00,08/09/17 7:30,2017,9,MELK_G7,MELK,Approved,Forced,55,Safety Issues,7.3125,High Risk
967,968,01/09/17 0:00,08/09/17 7:30,2017,9,MELK_G7,MELK,Approved,Forced,55,Safety Issues,7.3125,High Risk
968,969,31/08/17 8:00,31/08/17 9:30,2017,8,MELK_G7,MELK,Approved,Forced,211,Boiler Repairs,0.0625,High Risk
969,970,23/08/17 18:00,23/08/17 18:00,2017,8,PERTHENERGY_KORL_GT1,PUG,Approved,Forced,6.7,TES Report - constrained off MW's.,0,High Risk
970,971,27/08/17 18:00,27/08/17 20:30,2017,8,MELK_G7,MELK,Approved,Forced,5,ID fan capacity,0.104166667,High Risk
971,972,28/08/17 7:30,28/08/17 7:30,2017,8,MELK_G7,MELK,Approved,Forced,4,PA fan capacity,0,High Risk
972,973,21/08/17 15:00,21/08/17 15:30,2017,8,TIWEST_COG1,TRMOS,Approved,Forced,35.07,Deviation from dispatch,0.020833333,High Risk
973,974,01/09/17 8:00,02/09/17 7:30,2017,9,MELK_G7,MELK,Approved,Opportunistic Maintenance (Planned),7,Load Derate,0.979166667,N/A
974,975,02/09/17 8:00,08/09/17 8:00,2017,9,MELK_G7,MELK,Approved,Scheduled (Planned),7,Load Derate,6,N/A
975,976,29/08/17 15:30,29/08/17 15:30,2017,8,AUXC_WGP,AUXC,Approved,Forced,9.24,Software upgrade of GT,0,High Risk
976,977,29/08/17 10:30,29/08/17 15:00,2017,8,AUXC_WGP,AUXC,Approved,Forced,26,Software upgrade of GT ,0.1875,High Risk
977,978,26/08/17 18:00,26/08/17 21:00,2017,8,MELK_G7,MELK,Approved,Forced,9,Boiler capacity,0.125,High Risk
978,979,25/08/17 7:00,25/08/17 7:00,2017,8,MELK_G7,MELK,Approved,Forced,5,Boiler capacity,0,High Risk
979,980,26/08/17 20:00,26/08/17 21:00,2017,8,MELK_G7,MELK,Approved,Forced,11,PA fan capacity,0.041666667,High Risk
980,981,26/08/17 18:00,26/08/17 19:30,2017,8,MELK_G7,MELK,Approved,Forced,20,PA fan capacity,0.0625,High Risk
981,982,25/08/17 18:00,25/08/17 21:30,2017,8,MELK_G7,MELK,Approved,Forced,19,PA fan capacity,0.145833333,High Risk
982,983,25/08/17 7:00,25/08/17 7:00,2017,8,MELK_G7,MELK,Approved,Forced,6,PA fan capacity,0,High Risk
983,984,24/08/17 18:00,24/08/17 19:30,2017,8,MELK_G7,MELK,Approved,Forced,6,PA fan capacity,0.0625,High Risk
984,985,24/08/17 7:00,24/08/17 7:00,2017,8,MELK_G7,MELK,Approved,Forced,3,PA fan capacity,0,High Risk
985,986,26/08/17 18:00,26/08/17 21:00,2017,8,MELK_G7,MELK,Approved,Forced,11,ID fan capacity,0.125,High Risk
986,987,20/08/17 18:30,20/08/17 21:30,2017,8,MELK_G7,MELK,Approved,Forced,5,ID fan capacity,0.125,High Risk
987,988,19/08/17 20:00,19/08/17 20:00,2017,8,MELK_G7,MELK,Approved,Forced,12,ID fan capacity,0,High Risk
988,989,18/08/17 20:00,18/08/17 21:30,2017,8,MELK_G7,MELK,Approved,Forced,12,ID fan capacity,0.0625,High Risk
989,990,01/09/17 8:00,16/09/17 7:30,2017,9,MELK_G7,MELK,Rejected,Scheduled (Planned),55,Unit Outage,14.97916667,N/A
990,991,01/09/17 8:00,16/09/17 7:30,2017,9,MELK_G7,MELK,Rejected,Scheduled (Planned),55,Unit Outage,14.97916667,N/A
991,992,01/09/17 8:00,16/09/17 7:30,2017,9,MELK_G7,MELK,Rejected,Scheduled (Planned),55,Unit Outage,14.97916667,N/A
992,993,01/09/17 8:00,16/09/17 7:30,2017,9,MELK_G7,MELK,Rejected,Scheduled (Planned),55,Unit Outage,14.97916667,N/A
993,994,29/08/17 17:00,31/08/17 7:30,2017,8,MELK_G7,MELK,Approved,Forced,11,Boiler Repairs,1.604166667,High Risk
994,995,29/08/17 8:30,29/08/17 8:30,2017,8,AUXC_WGP,AUXC,Approved,Forced,26,Shutdown for software upgrade,0,High Risk
995,996,29/08/17 20:00,29/08/17 20:00,2017,8,AUXC_WGP,AUXC,Approved,Forced,8.47,Commission GT after software upgrade,0,High Risk
996,997,04/09/17 8:00,05/09/17 15:30,2017,9,PJRH_GT11,PJRH,Approved,Scheduled (Planned),127,Exh Insp,1.3125,N/A
997,998,30/08/17 0:30,29/08/17 14:00,2017,8,MWF_MUMBIDA_WF1,MCG,Approved,Forced,55,FO,0.4375,Medium Risk
998,999,24/08/17 8:00,24/08/17 13:30,2017,8,MWF_MUMBIDA_WF1,MCG,Approved,Forced,55,FO,0.229166667,Medium Risk
999,1000,29/08/17 9:30,29/08/17 9:30,2017,8,PJRH_GT11,PJRH,Approved,Forced,105.833,FO,0,High Risk
1000,1001,24/08/17 0:00,23/08/17 15:30,2017,8,MWF_MUMBIDA_WF1,MCG,Approved,Forced,40,FO,0.354166667,Medium Risk
1001,1002,29/08/17 12:00,29/08/17 9:00,2017,8,PJRH_GT11,PJRH,Approved,Forced,127,FO,0.125,High Risk
1002,1003,22/08/17 10:30,23/08/17 11:00,2017,8,MWF_MUMBIDA_WF1,MCG,Approved,Forced,40,FO,1.020833333,Medium Risk
1003,1004,21/08/17 18:00,22/08/17 10:00,2017,8,MWF_MUMBIDA_WF1,MCG,Approved,Forced,52.5,FO,0.666666667,Medium Risk
1004,1005,22/08/17 0:30,21/08/17 17:30,2017,8,MWF_MUMBIDA_WF1,MCG,Approved,Forced,55,FO,0.291666667,Medium Risk
1005,1006,22/08/17 0:00,22/08/17 0:00,2017,8,MWF_MUMBIDA_WF1,MCG,Approved,Forced,27.5,FO,0,Medium Risk
1006,1007,23/08/17 0:00,23/08/17 0:00,2017,8,MWF_MUMBIDA_WF1,MCG,Cancelled By Market Participant,Forced,27.5,FO,0,Low Risk
1007,1008,29/08/17 4:00,31/08/17 7:30,2017,8,MELK_G7,MELK,Approved,Forced,200,Boiler Repairs,2.145833333,High Risk
1008,1009,17/08/17 9:00,17/08/17 17:30,2017,8,COLLGAR_WF1,COLLGAR,Approved,Opportunistic Maintenance (Planned),206,Upgrade of Collgar PPC Software,0.354166667,N/A
1009,1010,17/08/17 17:30,17/08/17 21:30,2017,8,AURICON_PNJ_U1,AURICON,Approved,Forced,190,Operational issues caused real time forced outage.,0.166666667,High Risk
1010,1011,17/08/17 17:00,17/08/17 17:00,2017,8,AURICON_PNJ_U1,AURICON,Approved,Forced,172.405,Operational issues caused real time forced outage.,0,High Risk
1011,1012,27/09/17 8:00,29/09/17 16:30,2017,9,BW1_GREENWATERS_G2,GW,Approved,Scheduled (Planned),156,PD testing,2.354166667,N/A
1012,1013,03/10/17 8:00,04/10/17 15:30,2017,10,BW1_GREENWATERS_G2,GW,Approved,Scheduled (Planned),156,PD testing,1.3125,N/A
1013,1014,24/08/17 9:30,24/08/17 15:00,2017,8,PJRH_GT11,PJRH,Approved,Opportunistic Maintenance (Planned),38.293,ODOM,0.229166667,N/A
1014,1015,19/08/17 9:30,19/08/17 9:30,2017,8,BW1_GREENWATERS_G2,GW,Approved,Forced,31.957,Operational Issues caused real time forced outage.,0,High Risk
1015,1016,19/08/17 8:30,19/08/17 9:00,2017,8,BW1_GREENWATERS_G2,GW,Approved,Forced,27.073,Operational Issues caused real time forced outage.,0.020833333,High Risk
1016,1017,19/08/17 8:00,19/08/17 8:00,2017,8,BW1_GREENWATERS_G2,GW,Approved,Forced,34.305,Operational Issues caused real time forced outage.,0,High Risk
1017,1018,19/08/17 7:00,19/08/17 7:30,2017,8,BW1_GREENWATERS_G2,GW,Approved,Forced,30.479,Operational Issues caused real time forced outage.,0.020833333,High Risk
1018,1019,19/08/17 3:30,19/08/17 3:30,2017,8,BW1_GREENWATERS_G2,GW,Approved,Forced,27.593,Operational Issues caused real time forced outage.,0,High Risk
1019,1020,19/08/17 1:00,19/08/17 1:00,2017,8,BW1_GREENWATERS_G2,GW,Approved,Forced,26.879,Operational Issues caused real time forced outage.,0,High Risk
1020,1021,18/08/17 22:30,18/08/17 22:30,2017,8,BW1_GREENWATERS_G2,GW,Approved,Forced,30.281,Operational Issues caused real time forced outage.,0,High Risk
1021,1022,18/08/17 21:00,18/08/17 21:00,2017,8,BW1_GREENWATERS_G2,GW,Approved,Forced,29.049,Operational Issues caused real time forced outage.,0,High Risk
1022,1023,18/08/17 20:00,18/08/17 20:00,2017,8,BW1_GREENWATERS_G2,GW,Approved,Forced,26.646,Operational Issues caused real time forced outage.,0,High Risk
1023,1024,18/08/17 7:30,18/08/17 7:30,2017,8,BW1_GREENWATERS_G2,GW,Approved,Forced,28.95,Operational Issues caused real time forced outage.,0,High Risk
1024,1025,18/08/17 6:30,18/08/17 7:00,2017,8,BW1_GREENWATERS_G2,GW,Approved,Forced,36.036,Operational Issues caused real time forced outage.,0.020833333,High Risk
1025,1026,18/08/17 6:00,18/08/17 6:00,2017,8,BW1_GREENWATERS_G2,GW,Approved,Forced,32.761,Operational Issues caused real time forced outage.,0,High Risk
1026,1027,18/08/17 5:30,18/08/17 5:30,2017,8,BW1_GREENWATERS_G2,GW,Approved,Forced,34.025,Operational Issues caused real time forced outage.,0,High Risk
1027,1028,18/08/17 4:30,18/08/17 5:00,2017,8,BW1_GREENWATERS_G2,GW,Approved,Forced,32.561,Operational Issues caused real time forced outage.,0.020833333,High Risk
1028,1029,18/08/17 3:00,18/08/17 3:00,2017,8,BW1_GREENWATERS_G2,GW,Approved,Forced,32.085,Operational Issues caused real time forced outage.,0,High Risk
1029,1030,17/08/17 16:30,17/08/17 16:30,2017,8,AURICON_PNJ_U1,AURICON,Approved,Forced,162.073,Operational issues caused unit trip.,0,High Risk
1030,1031,24/08/17 9:30,25/08/17 0:00,2017,8,PJRH_GT11,PJRH,Approved,Opportunistic Maintenance (Planned),0,Unit available on Diesel,0.604166667,N/A
1031,1032,15/08/17 16:00,15/08/17 16:00,2017,8,BW1_GREENWATERS_G2,GW,Approved,Forced,63.316,Operational Issues caused real time forced outage.,0,High Risk
1032,1033,15/08/17 15:30,15/08/17 15:30,2017,8,BW1_GREENWATERS_G2,GW,Approved,Forced,116.427,Operational Issues caused real time forced outage.,0,High Risk
1033,1034,15/08/17 15:00,15/08/17 15:00,2017,8,BW1_GREENWATERS_G2,GW,Approved,Forced,43,Operational Issues caused real time forced outage.,0,High Risk
1034,1035,15/08/17 14:30,15/08/17 14:30,2017,8,BW1_GREENWATERS_G2,GW,Approved,Forced,48.638,Operational Issues caused real time forced outage.,0,High Risk
1035,1036,19/08/17 17:00,19/08/17 17:30,2017,8,TIWEST_COG1,TRMOS,Approved,Forced,32.71,Deviation from dispatch,0.020833333,High Risk
1036,1037,17/08/17 11:30,18/08/17 0:00,2017,8,TIWEST_COG1,TRMOS,Approved,Forced,34.61,Deviation from dispatch,0.520833333,High Risk
1037,1038,14/08/17 10:00,14/08/17 10:30,2017,8,TIWEST_COG1,TRMOS,Approved,Forced,36.09,Deviation from dispatch,0.020833333,High Risk
1038,1039,14/08/17 9:00,14/08/17 9:30,2017,8,TIWEST_COG1,TRMOS,Approved,Forced,31.47,Deviation from dispatch,0.020833333,High Risk
1039,1040,18/08/17 18:00,18/08/17 18:00,2017,8,PERTHENERGY_KORL_GT1,PUG,Approved,Forced,6.5,TES Report - constrained off MW's.,0,High Risk
1040,1041,18/08/17 17:30,18/08/17 17:30,2017,8,PERTHENERGY_KORL_GT1,PUG,Approved,Forced,6,TES Report - constrained off MW's.,0,High Risk
1041,1042,16/08/17 20:00,16/08/17 20:00,2017,8,PERTHENERGY_KORL_GT1,PUG,Approved,Forced,6,TES Report - constrained off MW's.,0,High Risk
1042,1043,23/08/17 9:30,23/08/17 13:30,2017,8,KORL_GT3,KORL,Approved,Opportunistic Maintenance (Planned),21,ODOM,0.166666667,N/A
1043,1044,15/08/17 17:30,15/08/17 21:30,2017,8,MELK_G7,MELK,Approved,Forced,7,ID fan capacity,0.166666667,High Risk
1044,1045,15/08/17 8:00,15/08/17 8:00,2017,8,MELK_G7,MELK,Approved,Forced,7,ID fan capacity,0,High Risk
1045,1046,14/08/17 18:00,14/08/17 21:00,2017,8,MELK_G7,MELK,Approved,Forced,7,ID fan capacity,0.125,High Risk
1046,1047,11/08/17 17:30,11/08/17 19:30,2017,8,MELK_G7,MELK,Approved,Forced,4,West Boiler feed pump Outage,0.083333333,High Risk
1047,1048,14/08/17 8:00,14/08/17 8:30,2017,8,MELK_G7,MELK,Approved,Forced,5,ID fan capacity,0.020833333,High Risk
1048,1049,15/08/17 8:00,15/08/17 8:00,2017,8,MELK_G7,MELK,Approved,Forced,9,Centre CW pump outage,0,High Risk
1049,1050,14/08/17 17:00,14/08/17 21:00,2017,8,MELK_G7,MELK,Approved,Forced,4,Centre CW pump outage,0.166666667,High Risk
1050,1051,14/08/17 9:00,14/08/17 10:30,2017,8,MELK_G7,MELK,Approved,Forced,4,Centre CW pump outage,0.0625,High Risk
1051,1052,10/08/17 16:30,29/08/17 16:30,2017,8,MELK_G7,MELK,Approved,Forced,11,Centre CW pump outage,19,High Risk
1052,1053,08/08/17 19:00,08/08/17 19:30,2017,8,MELK_G7,MELK,Approved,Forced,4,North Boiler feed pump oil leak,0.020833333,High Risk
1053,1054,20/11/17 12:00,28/11/17 6:30,2017,11,TIWEST_COG1,TRMOS,Approved,Scheduled (Planned),42.1,Annual plus Generator Rotor Changeout,7.770833333,N/A
1054,1055,25/08/17 17:30,22/08/17 17:00,2017,8,MELK_G7,MELK,Approved,Scheduled (Planned),7,Load Derate,3.020833333,N/A
1055,1056,24/08/17 8:00,24/08/17 15:30,2017,8,TESLA_PICTON_G1,TSLA_MGT,Approved,Scheduled (Planned),9.9,Maintenance,0.3125,N/A
1056,1057,14/09/17 5:00,14/09/17 22:30,2017,9,STHRNCRS_EG,STHRNCRS,Approved,Scheduled (Planned),23,WMK OOS For Compressor Wash,0.729166667,N/A
1057,1058,12/09/17 5:00,12/09/17 16:30,2017,9,STHRNCRS_EG,STHRNCRS,Approved,Scheduled (Planned),23,WMS OOS For Compressor Wash,0.479166667,N/A
1058,1059,14/09/17 5:00,14/09/17 22:30,2017,9,ENRG_KALGOORLIE_GT3,ENRG,Approved,Scheduled (Planned),0.1,WMK OOS For Compressor Wash,0.729166667,N/A
1059,1060,12/09/17 5:00,12/09/17 16:30,2017,9,ENRG_KALGOORLIE_GT3,ENRG,Approved,Scheduled (Planned),0.1,WMS OOS For Compressor Wash,0.479166667,N/A
1060,1061,21/08/17 13:00,21/08/17 13:00,2017,8,BW1_GREENWATERS_G2,GW,Approved,Opportunistic Maintenance (Planned),78,ODOM,0,N/A
1061,1062,22/08/17 0:00,22/08/17 0:30,2017,8,BW1_GREENWATERS_G2,GW,Approved,Opportunistic Maintenance (Planned),156,ODOM,0.020833333,N/A
1062,1063,20/08/17 17:30,20/08/17 17:30,2017,8,BW1_GREENWATERS_G2,GW,Approved,Forced,52,Unit failed to start,0,High Risk
